id,True Position,Predicted Position,Probablilty of Out of any Position (Likelihood),Probablilty of First Position (Likelihood),Probablilty of Second Position  (Likelihood),Probablilty of Third Position  (Likelihood),Probablilty of Fourth Position  (Likelihood)
57711,4,0,61.573173448704225,4.241832982938152,7.435283428959834,8.344339922244023,18.40537021715377
57712,0,0,51.62570939131301,5.6532723746053986,7.407497702754739,13.594274262825628,21.719246268501205
57713,0,0,46.01660017836024,5.1367007705781065,9.572038741461677,16.77222694143957,22.502433368160414
57714,0,0,40.76663867422619,23.183217118470488,5.9337594891557455,11.332576477354149,18.783808240793416
57719,3,4,14.713618805635843,14.610096343887491,16.036379076596006,18.001223740232746,36.63868203364792
57720,1,4,14.08098968512812,16.07881528433575,24.443407096547404,19.974129878789245,25.42265805519948
57721,0,4,16.42733610723226,14.205047655989125,12.914798702219663,26.99269818445405,29.4601193501049
57722,0,0,43.07344996615387,8.042731086691903,9.277524192590437,13.41296237182569,26.193332382738078
57723,0,4,12.440327864222176,8.002714906185101,13.140919932602213,25.127924903578474,41.28811239341202
57724,0,4,23.60355233462435,9.770245036064159,11.538995956490588,20.79353706227362,34.29366961054727
57725,0,3,15.740605465442098,14.774263381409314,8.61330794234285,38.52120423836558,22.350618972440163
57726,0,4,13.58730924509638,13.107886680791497,20.325881619192817,22.291432947615235,30.687489507304065
57727,0,3,21.039771709722473,7.748200932329673,11.541816470372275,36.112891752914884,23.557319134660702
57728,0,1,7.7601581381884195,37.14041696959703,33.66224271923486,8.808075037497956,12.62910713548174
57729,0,4,14.662671411236097,12.371393866758877,17.98353247051649,27.454392621757496,27.52800962973104
57730,4,3,7.451026437247944,20.833502497288325,18.183732288868825,33.932263869932335,19.599474906662564
57731,2,1,15.63605394617896,29.021455854429966,22.810909904689666,18.215132800528934,14.31644749417246
57733,0,3,5.9428788388701275,15.768429220760845,21.6079209916619,28.868064705096224,27.812706243610897
57734,0,2,4.8430694013114755,16.840478651380835,27.05738196689982,25.133319328069213,26.125750652338652
57735,0,1,7.2265851040625355,36.7387178648072,28.926279424122157,10.445372849947306,16.6630447570608
57736,1,4,8.230467635033229,15.668083406914196,20.819931167488388,26.144364795773523,29.13715299479066
57737,0,0,48.18210428786228,18.32496001801362,7.834384675764924,9.38379129256429,16.274759725794883
57738,2,1,12.32769986325932,25.880109079252605,21.849425612632107,17.679271967242407,22.263493477613572
57739,0,4,6.3091872749683935,13.890147311517195,21.392348133397572,19.190356633838405,39.21796064627844
57740,3,4,18.06854192686025,9.694003783038093,13.608541945651039,27.127938181031457,31.50097416341916
57741,0,4,9.74209309803848,20.35949920773216,20.212658156703718,20.211476508314203,29.47427302921144
57742,0,1,4.5308026902248795,37.27095168441379,25.804479610112462,18.628920801365286,13.764845213883573
57743,0,0,57.885895926887144,3.8055669478665197,4.163200969865296,16.675682856358776,17.469653299022255
57744,0,0,32.531431193405545,5.6088019800184155,10.638196752378208,24.85512260847097,26.366447465726857
57745,0,0,54.07381030920484,4.621058777489822,7.57578432294455,15.28779515505648,18.441551435304312
57746,4,3,12.01256940374252,17.141600287021802,22.198991124626215,27.488545704174395,21.15829348043507
57747,0,0,54.222460461039844,4.781094982016872,7.885407615567337,10.912081344916876,22.198955596459054
57748,0,4,12.301060702296253,11.022168416731768,19.46038577169331,25.47291124453124,31.743473864747422
57749,2,3,8.479506431763523,18.194869327141458,22.328636265781217,30.957367803917514,20.03962017139629
57750,0,3,11.552563681573652,22.061156189572728,22.86228148867697,26.62568465556258,16.89831398461406
57751,0,1,8.677141663209447,41.38189792461522,9.261413664823499,19.61946825449137,21.060078492860455
57752,0,4,13.341015330327629,15.99411145844508,15.706442185245859,27.17186464947854,27.786566376502904
57754,1,1,6.828320298441031,31.20094889932854,27.767336652185985,14.126435331281414,20.076958818763032
57755,4,3,20.098562019843953,11.586296765293378,16.642849073008552,26.520594785213124,25.15169735664099
57756,0,1,4.32746163450579,33.029615416583255,31.784564570534933,14.98082811948384,15.877530258892186
57757,0,0,52.713647194751005,9.121212453191717,9.066127570890412,8.344433682557542,20.754579098609323
57758,3,3,18.010933078181388,15.172749172118639,14.583375995016912,33.47645135061994,18.756490404063126
57759,0,4,23.694098029356482,5.88922224922896,11.122653257134239,24.016874578331112,35.277151885949216
57760,0,0,38.76796171018549,8.810992094545265,11.791092829102155,16.28864535099214,24.341308015174967
57764,0,3,4.179286796040897,14.057544096534771,26.749063609034256,30.753861483128002,24.260244015262074
57766,1,2,2.0848561840564175,27.092069239991357,34.4900207953025,25.342076620391246,10.99097716025848
57767,3,4,11.397645160401531,11.528908490748353,17.59062130324662,27.80723820674077,31.675586838862717
57768,0,2,2.4504217750906854,27.19808656053689,31.43590347621361,23.037592828132468,15.877995360026361
57769,4,3,14.015793168301446,8.570064049249702,22.56929399364678,32.12410126884488,22.72074751995719
57770,0,2,4.61630175224135,14.325152868876764,29.882888012419208,28.43041803076613,22.74523933569654
57771,0,4,4.341397811688655,8.458066510248791,20.220175410071874,30.87569565919709,36.10466460879358
57772,0,3,8.625015806870474,7.916462955862732,11.061822757056227,50.85449060230267,21.54220787790789
57776,0,3,15.083184877701564,12.99097799052214,9.524471929449058,32.77049866752777,29.630866534799484
57778,2,4,7.1834414044871595,21.544291530983877,18.31532756096106,24.52746930814518,28.42947019542273
57780,0,4,6.690337371732487,11.608491109635727,15.1809200961069,19.774754708151594,46.7454967143733
57781,0,3,2.4233609792384923,18.43214795452908,25.32503226219876,29.446661085065774,24.372797718967906
57782,1,2,2.664611181925569,15.79310767376027,37.35763114250222,24.36462906846581,19.82002093334613
57783,0,4,1.7811456536959067,10.230385449287185,22.71763231459631,25.410987684440627,39.859848897979965
57784,3,2,1.619239992867629,19.705881731010084,32.65627749665554,24.04017626158944,21.978424517877322
57785,4,1,1.740329860460122,35.41093722847014,29.659120220749646,20.588235606829414,12.601377083490675
57786,0,4,13.20946029691753,8.326207605446433,20.754963282063844,27.168591757777737,30.54077705779446
57787,0,4,1.8805775868030024,12.146074027219543,24.83510287342782,30.220078518486588,30.918166994063046
57788,2,4,22.468834674811212,21.039110817961337,14.486411290808288,12.209737125211213,29.795906091207957
57789,2,0,33.826286187253416,13.436260391851787,12.491974569484238,19.849278865647417,20.39619998576313
57790,0,0,30.261100731723168,19.14314844203688,15.638437682567426,12.62448622847561,22.33282691519692
57791,0,4,24.952822901252585,7.968677345699994,19.301747065245355,18.007162584762558,29.769590103039494
57792,3,4,5.433215119592929,22.425698211266294,23.569278990842584,22.798101330973893,25.773706347324303
57793,0,0,49.40525258839225,5.077405738320214,7.524766226607871,16.679648456586126,21.31292699009353
57794,4,2,17.042413122553835,15.248687408230769,28.17610879053482,17.265011789331734,22.26777888934884
57795,0,3,14.744370273389617,14.14619681774704,19.979116994315657,27.158800219557193,23.971515694990497
57796,0,4,13.281520698431606,22.37146701698849,20.303500537316456,20.36710589969396,23.67640584756949
57797,0,4,15.481693742426955,9.875367093331237,19.868793309330975,24.07721711788317,30.69692873702766
57798,0,4,22.177406985880722,12.431139959938143,20.1743418307947,18.51534130290804,26.70176992047839
57799,0,4,15.322946067456586,19.732473015371365,13.6007653193392,24.491610011171062,26.852205586661785
57800,0,4,30.593082734110016,8.388377471121597,8.619072680599421,21.752735180943905,30.646731933225063
57801,0,0,33.20803089661418,4.636168813858848,7.640042917281499,24.95270046575297,29.563056906492495
57802,0,4,14.957870622535784,12.860042390344928,16.18980902792861,26.85437136542545,29.13790659376523
57805,1,0,34.18211262147942,11.881059870002174,11.531553074581627,16.657060711833914,25.748213722102864
57810,0,4,8.084808501686325,20.357089103100794,22.30281748750081,21.811484825655462,27.443800082056608
57812,0,4,8.259798908857432,12.307919297343865,18.610802404351613,28.702173724052166,32.11930566539492
57813,4,2,1.978468665451135,30.885595465809956,34.62872690059392,20.562295954492367,11.944913013652634
57816,1,3,8.721883316482485,17.39009051984533,25.911886403660827,32.225601615293435,15.750538144717922
57817,0,2,3.955837400597521,15.44710746218886,29.914802658718585,27.79249173773291,22.889760740762124
57818,0,4,5.08525496838546,10.246893988673133,16.5344130880175,32.8519183919838,35.2815195629401
57820,3,3,4.223820121978441,15.334947735739728,20.403672445044705,34.41879073516065,25.618768962076484
57821,0,2,1.3942163760403743,28.15590346500428,28.372117827916643,21.838178405546213,20.23958392549249
57822,2,4,8.613290414577753,11.151595513031056,18.792429898852482,29.96743519331805,31.47524898022066
57824,3,1,2.0132845309376504,36.37141059009652,32.88682909919639,13.74144948285842,14.987026296911015
57825,0,4,9.657960693757559,21.359039634591444,18.037287331679376,19.026971407952086,31.918740932019528
57826,1,2,1.057468011288781,18.382775241562367,32.03433228977015,20.700144585052456,27.825279872326234
57828,4,3,2.460538097373482,16.852021759947803,16.25177386225169,35.90753237271049,28.528133907716523
57829,2,1,1.6049813397770765,38.412671602680845,25.1586379865755,20.768505595473936,14.05520347549264
57831,0,4,3.9381894146249103,24.812029253591575,19.747114873622028,19.150771600232215,32.351894857929274
57834,0,4,18.28052766721637,10.833589064966505,14.501308201920745,23.85961860085097,32.524956465045406
57835,0,4,13.240807126813033,11.285971055689052,13.165603811495409,31.033447348388133,31.274170657614377
57836,0,4,25.753657182518452,5.40556058433376,7.840999533286847,19.46871181124434,41.53107088861661
57837,2,2,2.124287397497536,16.613754697594583,29.280386372756467,23.552519640775486,28.429051891375924
57838,3,3,3.189504402851374,17.60821124205483,26.207964613188896,28.331432200986693,24.662887540918213
57839,1,1,0.8259499102048065,60.52502911296253,16.285665808904685,9.31091499337389,13.05244017455408
57840,0,4,5.902785625225221,9.98134280705753,17.31622047686431,27.06582361668291,39.73382747417003
57841,0,3,6.045310795350557,13.38483651103132,22.013180629175725,32.03271966522829,26.523952399214117
57842,0,4,27.505537544124582,5.197773908179262,4.7224712737906955,22.750995435967834,39.82322183793763
57843,4,4,5.88744034190614,15.0465441123039,7.912324713027622,31.39982344441551,39.75386738834682
57844,0,4,20.197264373782385,15.68158730165203,7.809453963654661,10.551616026250882,45.76007833466005
57845,1,1,4.348188836739611,36.484078656804705,22.697457969039547,17.588361240343247,18.8819132970729
57846,4,4,30.219686545450475,8.009909930086959,11.742755276184667,16.117933894171582,33.90971435410631
57847,0,2,3.7131924917856276,27.49448973609835,28.430899140365646,22.047521204690415,18.313897427059953
57848,0,4,19.58100588856785,16.209799781246314,23.439731046909618,16.41858569805366,24.350877585222552
57849,0,4,19.922199419030854,9.190063354556562,20.044931421879582,22.865733630898827,27.977072173634177
57850,0,0,47.40413854538043,11.808286976082735,6.149327932988605,17.83330606757744,16.804940477970792
57851,0,3,22.1353361811353,14.866455164151619,18.236790183530644,22.517210685821446,22.244207785360995
57853,0,4,9.520877429015226,16.619321710661684,22.961526966886066,22.75979993910778,28.138473954329246
57854,0,3,21.41213793486149,7.145257774849435,16.379951805378113,28.81424206524802,26.248410419662942
57855,2,3,14.912798755527575,13.39655155248772,21.553380299830412,25.300965508568467,24.836303883585817
57856,0,0,33.610157197364465,7.815721051461005,12.07018015976948,21.59224863922667,24.911692952178367
57859,0,0,23.517649513432293,16.033202607782446,15.64113340709708,23.092956952110086,21.715057519578096
57860,0,0,49.39867856384754,6.331287436389525,7.97411447724319,13.58074901369104,22.71517050882871
57861,3,2,9.464024141385952,20.293416587423565,27.097017536866552,21.487479737458596,21.65806199686533
57862,2,4,5.570446702480852,9.736792919610188,25.698436746629167,25.65657728410169,33.337746347178104
57863,0,2,4.321723905588326,24.560028531121187,35.14088916441724,15.5217807135787,20.455577685294546
57864,0,4,19.53604907184546,8.34158610604764,11.992196347197561,20.39882427059813,39.73134420431121
57865,1,3,2.0533045003517816,22.755435643717405,26.672902023131904,27.058045264505566,21.460312568293354
57866,4,1,4.2444936515696625,31.606469389086982,23.6261126467627,22.154070266501176,18.368854046079466
57867,3,1,2.318378253584897,36.070495171374816,30.59633322429576,12.518000392084168,18.49679295866035
57868,0,4,17.822000657303715,11.71846129799832,19.38597213811817,23.688955634387558,27.384610272192244
57869,0,0,37.49553246680565,5.500406447502758,7.090292715511668,20.150147702597902,29.763620667582035
57871,3,4,11.427442090828093,13.319766661094068,24.506066074808803,24.547818661827435,26.19890651144161
57872,0,3,8.649521707370777,22.931513236418965,20.77840122261945,24.40589680969882,23.23466702389198
57873,0,0,35.04084369200555,5.377129793763859,8.613267651345346,28.702290080658717,22.266468782226532
57874,0,0,27.112564795029208,13.65936315633659,18.763055447885467,13.918238339498634,26.546778261250104
57875,0,2,3.7012253592645825,22.43982381088975,28.368950078736603,26.834103812139094,18.65589693896997
57876,4,3,13.334486556662684,18.896040560719747,23.721851604529334,24.958367639745717,19.089253638342523
57877,0,4,13.553117703990045,13.865565936766377,20.610351314084593,18.369998998365702,33.60096604679328
57878,1,4,8.709865665032247,26.083573801277666,20.86587138675847,13.391310112133878,30.94937903479774
57880,0,4,26.75483932737971,13.521108772226198,16.1929067896724,15.160780830761588,28.370364279960103
57881,0,2,9.602603430886864,17.43309833566755,30.46039932263247,21.29017297253168,21.21372593828145
57882,2,1,8.717568326707429,31.437473075326455,26.447366744044633,20.122256597643155,13.275335256278334
57883,0,4,22.64435942548681,14.272058964441792,21.006721448548014,18.419127628878925,23.657732532644467
57884,0,4,6.820281769867753,10.825544315654403,18.30634533571807,26.6009552424365,37.44687333632328
57885,4,1,3.0157364260924595,31.067664107630648,30.27288891984715,23.903158623880667,11.740551922549075
57886,0,4,5.0698597117687765,15.696503173708043,27.05933250581759,21.116419443807835,31.05788516489775
57887,1,2,5.064503419448167,28.584234934175356,29.778673783578153,25.040680390421677,11.531907472376641
57888,2,4,21.12190928400166,7.894551165112373,12.52399951383388,20.662775503088724,37.79676453396335
57891,0,4,17.00474468488581,5.918603751420643,8.751599745616298,18.87857030719825,49.446481510879
57892,0,4,32.657536467612196,3.531700554282268,6.8857745977886795,14.346890090099118,42.57809829021774
57893,3,3,1.4623191522673125,19.914459121111946,19.30377785523771,33.10053388493323,26.218909986449802
57894,0,4,3.913183600309541,26.883924272457627,10.9000790564697,20.064533307337207,38.23827976342592
57895,1,2,2.315227982057961,27.079290971767023,39.04827137334979,16.439938170605117,15.117271502220103
57896,2,2,3.719071222561919,30.901387835607924,32.659716155487374,20.586261312220138,12.133563474122647
57897,0,3,3.7599243473129493,17.443036354538037,18.17976822105796,35.501130155210106,25.116140921880937
57898,0,3,17.3320953886194,7.00234760223667,18.05462619692979,28.84017449268613,28.770756319528
57900,0,4,5.59083342356783,15.694570946122145,14.098678233117717,19.18852624124686,45.42739115594546
57901,3,1,3.831541328900332,29.248561219794837,23.470862531445803,25.3075720938171,18.14146282604193
57903,0,4,17.90199109628136,5.488085316369423,11.995055073636516,18.65015777061505,45.96471074309765
57904,4,4,27.136683120947374,7.3850732701052415,12.058637788697663,17.02270271788749,36.396903102362224
57905,4,4,21.42475834788605,6.619080193722096,12.829800803526192,17.953577684916826,41.17278296994883
57907,0,4,7.18896446236788,26.34460263890817,16.05287539177533,19.339153828493295,31.07440367845532
57908,0,4,7.57750976206765,13.448662720538259,17.07557842548905,22.79932439280121,39.09892469910383
57909,0,4,4.859233876064456,11.0536346634192,14.193296155996435,32.71587809352155,37.17795721099835
57911,1,1,2.8079645500226458,38.93377168535162,20.695209877353054,18.922978242980182,18.640075644292484
57913,3,4,16.96583249190447,16.22331378001288,12.894364325761343,21.32493749383218,32.59155190848913
57914,2,4,13.688571069657979,7.59598706573065,15.794057137367782,23.27586464987266,39.645520077370925
57915,0,3,4.9993651729348665,20.970262072348447,23.308338639390357,26.12770836953862,24.5943257457877
57916,0,3,19.76634638695185,6.992380109567016,6.35317081230736,33.72024112583666,33.16786156533713
57917,0,3,4.295237399617809,14.113969929695852,18.894581455822912,39.24147091899898,23.454740295864458
57920,0,1,2.4211633417201357,38.62517050075438,18.73115468888955,19.23035856466666,20.992152903969274
57921,4,1,2.904177268489207,34.28080383896048,28.88139355850586,18.624611939007774,15.309013395036686
57923,0,4,10.43461617929088,10.714555302862241,21.53295674985101,25.869378815923582,31.44849295207229
57924,0,4,13.757929770235647,6.550495347883222,11.630600296250783,26.647503684474007,41.413470901156344
57925,0,4,24.147557332915458,7.770102044176411,13.442253327609185,15.689409115289118,38.95067818000983
57926,0,4,14.04066391595017,8.549302965519704,17.421892929116087,22.55703324704699,37.431106942367045
57927,0,4,22.820581971886035,5.294696228912812,15.86505672341903,23.149002809439768,32.87066226634236
57929,0,4,8.89471032057599,11.367910365048402,19.878874030190072,24.4447912569071,35.413714027278445
57930,1,3,3.654274538881751,24.21799840372979,23.044689557606304,29.21163213469126,19.87140536509089
57931,3,3,16.24137552053103,14.238058892797111,18.388570458794582,28.41922406340438,22.71277106447289
57932,2,3,4.97447319932096,15.171839829962783,24.270716817337508,31.094569226798658,24.48840092658008
57934,3,4,4.448412840399748,16.791555353140147,23.585106916541033,27.31504255482524,27.85988233509383
57935,0,4,6.127428854804565,12.287340914999032,17.36092775370351,24.11536801537857,40.10893446111432
57936,2,2,2.6546252690858587,28.296450173142677,36.02047428327986,21.455139006330505,11.5733112681611
57938,4,3,7.900874382031412,12.953458335099304,21.59425468808676,30.885491006775005,26.665921588007507
57939,0,4,8.467241657440223,11.083629603630094,26.14998475166857,22.29244106141848,32.00670292584264
57940,1,3,6.2333170450226625,18.103614289698488,24.826336839966263,26.47322121098028,24.363510614332302
57941,0,3,8.108805547006563,8.909103510487451,15.198397114204196,34.26367879874548,33.52001502955632
57942,0,2,2.352270604585147,18.63839431505065,28.86665923423924,24.570114350159958,25.572561495965008
57943,1,3,3.3681360370852502,28.00096174505726,21.49057450773743,31.93444494551748,15.20588276460258
57944,4,2,2.350481299142123,29.62828888409105,35.21879871461853,20.357226692975253,12.445204409173044
57945,3,4,10.154323303112548,17.769423939563147,13.619648398290352,26.03271371140865,32.423890647625306
57946,0,3,9.595929757245097,12.199158192215883,24.408254252530828,27.114765719287213,26.681892078720974
57947,2,3,6.653607406495403,16.86715250608409,21.22890871943673,31.81356680241731,23.43676456556647
57951,0,4,19.403426585248106,5.1034969058963,12.099687769444996,26.98312960222063,36.410259137189975
57952,0,4,8.699785250359746,15.298783220377294,19.705157014874995,18.492934761924364,37.80333975246361
57953,0,1,2.8729588992016297,29.107169433978363,26.326714750166335,18.92356011242121,22.769596804232446
57954,4,2,2.7721842318883803,19.87668572691075,31.298959504255343,14.922192994038912,31.129977542906612
57955,1,3,6.625593617245852,18.009839285585176,18.823555674290947,32.12056323738011,24.4204481854979
57956,0,4,7.883372349495852,9.997564463118154,21.424117050024172,23.12633424673514,37.56861189062668
57957,2,2,5.966193063482989,21.845529890592974,26.012887315066163,23.54858899817677,22.626800732681108
57959,3,4,21.019020511535523,5.13668094033532,10.65111077337631,25.71194625307987,37.48124152167297
57960,0,4,23.478177091885623,5.910299810826335,14.193961520705106,24.522557503861925,31.89500407272102
57961,0,3,11.389078477998954,16.4403865130297,14.339973364008454,36.15364992167135,21.67691172329155
57962,3,1,3.6055758057167298,33.42542577859291,32.33629417374454,17.068823738452004,13.563880503493827
57963,0,3,5.7760313645301204,11.697677472615082,25.901310588141857,30.057128535882793,26.567852038830154
57965,0,1,4.729763013953907,34.09177500510581,19.6326071251997,24.215616990844943,17.330237864895633
57966,1,2,7.576050414729929,17.33090118106226,30.90767008503749,25.045080212366727,19.140298106803584
57967,2,3,5.310814429958496,13.905484459187672,20.528649529655368,35.2806951726945,24.97435640850398
57968,0,3,4.487845623612878,28.500400357127948,24.60627258897014,29.571091936380373,12.834389493908663
57969,0,0,32.55765843312795,4.449218747441358,7.794647630904057,27.811045040676603,27.387430147850022
57971,4,3,8.910543976298577,10.751577850757732,20.540607891645784,30.246562339391662,29.55070794190624
57972,0,0,42.073365111016095,3.3680673430048143,7.330558140095693,23.704373877851147,23.523635528032262
57974,0,3,9.853969163935709,23.665368363760873,24.261082620000227,25.850333418784693,16.3692464335185
57975,0,2,4.708993048168927,23.017883381175736,28.662252611797932,25.581541279697824,18.029329679159574
57977,4,3,6.964330642875885,12.560480441921285,23.999696092602367,34.300738232013266,22.174754590587188
57978,3,2,8.961878558325372,18.78090986113899,26.910243108694676,26.637174626391403,18.709793845449553
57979,0,4,25.549263056670217,9.690536005461562,9.993728552649813,24.491912665260827,30.27455971995759
57980,1,3,6.721069245281817,26.933343836044436,25.21200020715459,27.037238229970324,14.09634848154884
57981,2,3,5.721662489259153,21.55517167490605,28.9677435224388,30.055352487630433,13.700069825765567
57984,0,3,7.636114907081012,25.409070457491833,23.59904735940132,25.539033990772396,17.816733285253434
57985,0,3,9.83353755406802,9.659074934878138,11.674219012059858,37.054366644336206,31.77880185465777
57986,0,3,18.03017553740418,8.029088983420063,12.72157507976808,33.476711006616085,27.742449392791592
57987,0,4,25.321043908257767,4.413735879431975,9.335007583000966,25.947065920199464,34.983146709109825
57988,3,2,5.005059905869986,27.427855234539066,28.62925871346256,26.873115726441704,12.064710419686682
57989,2,2,5.78509703997202,19.552617686757028,27.668804487704506,27.231140241962915,19.76234054360352
57990,1,3,4.332537073703937,25.77596419533206,19.9366021811487,29.290609401023225,20.664287148792067
57991,4,3,3.222057008701853,23.26846294542777,20.583286012971243,28.040052949330484,24.88614108356866
57992,0,3,20.33298104245609,6.547374401542926,6.743459119013279,33.828190356564036,32.54799508042367
57994,0,1,4.937184842139159,28.03883480352013,19.142970761617466,27.699708274832663,20.18130131789059
57995,0,3,8.707070575161795,16.252293361323847,16.029996138503133,38.12148108977218,20.889158835239037
57996,3,3,11.057053884482466,19.01344349883302,13.791395174445459,30.055070192942868,26.083037249296186
57997,0,4,8.010580329843132,11.303308069373772,19.90565111488373,30.07163330575237,30.708827180146987
57998,0,4,6.389194534418424,12.392063004328739,19.891626188864624,25.554099339450108,35.77301693293812
58000,0,1,4.0108377313341315,31.63763129299965,16.008463677671095,22.8088974567438,25.53416984125132
58001,0,4,15.49998106013318,20.370666342713104,14.80338103243883,20.06615809452962,29.25981347018527
58002,2,3,2.282553239888941,24.325573576238526,25.46950634937198,30.25696199644849,17.665404838052066
58003,1,2,1.816394457515461,26.556637771436577,28.34315329014573,21.47916830351987,21.80464617738236
58004,0,4,7.353662127137314,11.516030361807584,19.3477867862679,20.42556322006053,41.35695750472668
58005,4,1,2.2765989768381263,34.47614967876431,29.665260122438887,15.457459282692312,18.124531939266365
58006,0,4,8.546351112431138,7.816213765934508,15.035828401986501,21.89355280646744,46.70805391318043
58007,0,4,9.551521180506446,18.31909779521511,18.705634194466615,21.60734721129881,31.816399618513024
58008,3,1,2.6931897937643794,37.18188076042762,21.096561023044064,18.730610721388388,20.297757701375556
58009,0,4,6.501097066135518,24.81487013101706,16.568143806962496,23.88292818991262,28.23296080597231
58010,4,1,4.221968615537687,27.288791762859717,22.639315791498756,26.406750557456103,19.443173272647734
58011,2,1,3.3636200849328906,32.20397867851887,22.730715860548354,21.555053117123038,20.146632258876835
58012,0,4,14.322536810128808,7.525005825397671,12.827359510521784,15.821046399358558,49.50405145459317
58013,0,4,19.142502338425633,9.584150015015082,10.34627773724198,14.453651308410064,46.47341860090723
58014,1,2,2.1580071116450066,22.574123556129667,33.15728736131952,22.35986471010821,19.75071726079761
58015,0,4,22.280433103236728,12.692193611762045,8.504161370270102,26.375718165474378,30.147493749256753
58018,1,1,4.111203468106122,34.42923561292224,24.26100286651051,20.699082807538964,16.499475244922163
58019,2,2,18.720575822391822,15.462964664298903,22.388214050895584,22.207636253222205,21.220609209191483
58020,3,1,6.46321071598336,26.276930843533336,21.299311422210472,25.320318217563948,20.640228800708886
58021,0,3,20.78074587569163,8.415573075050506,18.052468297082523,27.99884261553493,24.75237013664041
58022,0,0,31.228935803048408,10.07888536831917,11.493074261342358,16.55962612030138,30.63947844698869
58023,4,4,21.63539237486647,6.783227140297922,16.74087951230316,26.40759796870389,28.432903003828557
58024,0,4,4.563051301300364,14.553360289579276,25.996692089243844,22.16276978423184,32.72412653564467
58027,0,3,11.58403887047955,18.136040719026305,20.4759006845976,31.322055958696275,18.48196376720026
58028,0,0,36.41020847014769,6.446057778646204,8.907487781284017,22.129113123960614,26.107132845961484
58029,0,1,10.84243604528633,25.361529775623776,20.956012245444917,19.94485468204719,22.89516725159779
58030,0,0,39.677760278166765,6.381494679875519,9.946884340386923,23.558857465529094,20.435003236041695
58031,0,0,33.771914412490815,5.527297944380975,9.220029791284386,32.25515501669637,19.225602835147455
58032,0,3,6.690060133042515,13.41109902089421,19.81567712007759,36.61148621348947,23.47167751249621
58033,2,3,15.783921541953225,9.124128338657643,9.960036887602392,34.138664360985615,30.993248870801125
58034,1,4,5.054787739403473,23.777533458017608,25.060419826651035,20.07225100981343,26.035007966114442
58035,3,4,26.123563496557644,8.264067243498458,11.647923382122332,16.799016172040385,37.16542970578118
58036,0,2,2.0389774734435386,27.998776858637285,30.72004505758767,22.90780029987243,16.33440031045907
58037,0,1,7.865029820022226,25.638504848400224,23.58440905508779,21.446300061849676,21.465756214640074
58038,0,4,20.54851469525467,5.754708068331938,14.08649583856048,29.283200872021638,30.327080525831274
58039,4,4,15.647016141054293,8.46342700365129,15.97376744112735,23.17414687241807,36.74164254174899
58040,0,4,21.735688629624438,5.534018054497825,11.39338948532741,27.44177903848061,33.895124792069716
58041,3,4,5.691150405803234,13.46443628504682,22.657608650633847,26.68823124416999,31.498573414346115
58042,0,3,6.3160698762796645,19.64708541969116,17.309373408984822,29.861467146796844,26.8660041482475
58043,2,2,1.521384478140984,22.1586042571563,37.48576371252778,19.120787253897525,19.713460298277415
58044,4,3,7.894794179892839,18.51407605767217,24.226989876983716,26.234882495046218,23.12925739040505
58045,0,4,5.726380053737242,12.66836554600656,15.887639865785145,21.882849295915477,43.834765238555576
58047,1,4,3.079861072338767,15.992418318567236,10.737650605277016,33.515935689208604,36.674134314608374
58048,0,4,7.90094290449124,19.43255993265095,18.535434064029165,22.30983164580718,31.821231453021465
58052,0,0,34.13715604718749,5.593457745653271,8.905440584021173,25.07579838450555,26.28814723863252
58053,0,4,2.6769846460524627,23.367567072993488,23.758798535776197,18.84564253431966,31.3510072108582
58054,2,2,3.6444196077710282,17.817983621756152,29.602253692464597,21.908693463248206,27.026649614760007
58055,4,1,3.262099876308924,29.8949598337036,20.58875534916963,19.69814420690337,26.556040733914475
58056,3,1,2.7978109804638116,33.60172552342126,27.124414384733047,20.446173313373972,16.02987579800791
58057,1,1,2.4579938306329963,31.771264970103065,23.770829581790874,20.365124597047966,21.634787020425104
58058,0,3,12.56551149317024,7.428041417302795,10.912862339599673,37.6818228521362,31.411761897791084
58059,0,4,12.930398474064955,11.778903174261265,10.715219148411395,18.91373150244653,45.661747700815845
58060,0,4,12.469685436234574,12.814211016679073,12.40921815218364,20.04786452708386,42.25902086781886
58063,0,4,6.725450222183513,19.626503808908048,19.03812301853467,26.311357593891945,28.298565356481838
58064,3,3,13.032427592819475,15.724648916553832,18.90954755077576,28.532454966164,23.800920973686924
58065,0,4,22.85736796394566,8.256353641181736,8.58700596897783,24.073670787931515,36.22560163796326
58066,0,4,28.041793207416937,4.566902955205274,10.687123326812204,18.346302361649595,38.35787814891599
58068,1,1,4.129573274819988,43.014793891900815,21.467837089145974,14.030751930035237,17.357043814098006
58069,0,1,2.8449991363867992,27.833583325417287,23.304545481920194,24.534043129694954,21.48282892658077
58071,4,0,30.92082405559208,9.19648912760985,14.765471558337568,22.77144331790378,22.345771940556713
58073,2,3,17.997562283953723,13.989838333674943,10.774215286604283,29.836090653615,27.402293442152047
58075,0,4,2.041787321644537,25.806630409385455,21.594701077025405,20.46685107749098,30.090030114453626
58076,2,2,2.9233118243077723,32.335636782329516,35.10302845257048,18.041131518020382,11.596891422771863
58078,0,2,2.9290229437249216,32.6911589917623,33.88969469434854,16.137725343367013,14.352398026797228
58080,0,4,5.247610606601925,17.735329665320993,22.75849220237718,22.491898496567554,31.76666902913235
